ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,portfolio,y,total_labor_hours
2012-04-01,88030.03961514884,-19034.917365171746,142632.15929366247,88030.03961514884,88030.03961514884,-21392.906682857774,-21392.906682857774,-21392.906682857774,-21392.906682857774,-21392.906682857774,-21392.906682857774,0.0,0.0,0.0,66637.13293229106,North,42693.39,2136.5399999999995
2012-05-01,96844.08207793608,22658.40018462482,186398.6909224784,96844.08207793608,96844.08207793608,4248.342198579313,4248.342198579313,4248.342198579313,4248.342198579313,4248.342198579313,4248.342198579313,0.0,0.0,0.0,101092.42427651539,North,37893.689999999995,2052.129999999999
2012-06-01,105955.53866638515,-3812.5913698969043,162037.49876850596,105955.53866638515,105955.53866638515,-25644.908651981776,-25644.908651981776,-25644.908651981776,-25644.908651981776,-25644.908651981776,-25644.908651981776,0.0,0.0,0.0,80310.63001440337,North,34975.110000000015,1985.7299999999998
2012-07-01,114773.07775941768,62538.90481094621,232104.10781305513,114773.07775941768,114773.07775941768,34109.10519259278,34109.10519259278,34109.10519259278,34109.10519259278,34109.10519259278,34109.10519259278,0.0,0.0,0.0,148882.18295201045,North,41414.78,1893.2
2012-08-01,123884.53481880586,25796.023552969855,184634.1134213168,123884.53481880586,123884.53481880586,-21671.670878155255,-21671.670878155255,-21671.670878155255,-21671.670878155255,-21671.670878155255,-21671.670878155255,0.0,0.0,0.0,102212.8639406506,North,51216.89,19341.299999999937
2012-09-01,132998.60086633146,38446.1609880862,200205.62884231276,132998.60086633146,132998.60086633146,-12277.46240361094,-12277.46240361094,-12277.46240361094,-12277.46240361094,-12277.46240361094,-12277.46240361094,0.0,0.0,0.0,120721.13846272051,North,66948.67999999998,14344.109999999997
2012-10-01,141818.66478329175,97999.77965634517,265733.24270656565,141818.66478329175,141818.66478329175,41621.1386227084,41621.1386227084,41621.1386227084,41621.1386227084,41621.1386227084,41621.1386227084,0.0,0.0,0.0,183439.80340600014,North,240046.89,23740.2067
2012-11-01,150932.73083412123,101766.81509658176,262226.6522714117,150932.73083412123,150932.73083412123,29132.738837853627,29132.738837853627,29132.738837853627,29132.738837853627,29132.738837853627,29132.738837853627,0.0,0.0,0.0,180065.46967197486,North,273664.8500000001,28317.819999999967
2012-12-01,159752.794769108,125447.28536775238,304549.76977606566,159752.794769108,159752.794769108,51151.88574400051,51151.88574400051,51151.88574400051,51151.88574400051,51151.88574400051,51151.88574400051,0.0,0.0,0.0,210904.6805131085,North,132100.91000000003,22286.04999999997
2013-01-01,168866.8608399688,130998.50219058876,301462.6987193886,168866.8608399688,168866.8608399688,46221.727908164845,46221.727908164845,46221.727908164845,46221.727908164845,46221.727908164845,46221.727908164845,0.0,0.0,0.0,215088.58874813365,North,249247.92999999996,29148.130000000037
2013-02-01,177980.92691689578,198572.04783205828,362610.20252730465,177980.92691689578,177980.92691689578,98844.85987048734,98844.85987048734,98844.85987048734,98844.85987048734,98844.85987048734,98844.85987048734,0.0,0.0,0.0,276825.78678738314,North,285302.32000000007,20670.329999999998
2013-03-01,186212.9866078711,88979.53803197289,249656.0178808901,186212.9866078711,186212.9866078711,-14833.032689656022,-14833.032689656022,-14833.032689656022,-14833.032689656022,-14833.032689656022,-14833.032689656022,0.0,0.0,0.0,171379.9539182151,North,126910.0700000001,14955.199999999983
2013-04-01,195327.05269257253,100584.53622810535,261288.67332798344,195327.05269257253,195327.05269257253,-12869.226530298865,-12869.226530298865,-12869.226530298865,-12869.226530298865,-12869.226530298865,-12869.226530298865,0.0,0.0,0.0,182457.82616227368,North,146245.26999999996,10815.439999999993
2013-05-01,204147.1166560207,126033.64138897158,285459.09199837444,204147.1166560207,204147.1166560207,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,0.0,0.0,0.0,201784.11667926097,North,195691.45,12965.830000000038
2013-06-01,213261.18275158384,99273.39816706548,266956.59349126904,213261.18275158384,213261.18275158384,-30668.453497615767,-30668.453497615767,-30668.453497615767,-30668.453497615767,-30668.453497615767,-30668.453497615767,0.0,0.0,0.0,182592.72925396808,North,144381.4099999999,13574.716699999977
2013-07-01,222081.24671503206,160555.4901109317,333799.8164990627,222081.24671503206,222081.24671503206,21997.40974542517,21997.40974542517,21997.40974542517,21997.40974542517,21997.40974542517,21997.40974542517,0.0,0.0,0.0,244078.65646045722,North,318014.68000000017,71196.96999999837
2013-08-01,231195.31281059523,139549.09631450038,295665.1110721963,231195.31281059523,231195.31281059523,-14349.786206659372,-14349.786206659372,-14349.786206659372,-14349.786206659372,-14349.786206659372,-14349.786206659372,0.0,0.0,0.0,216845.52660393587,North,244150.1900000001,38596.059999999954
2013-09-01,240309.37890615838,161707.34864302806,327516.8383283841,240309.37890615838,240309.37890615838,3651.722800838847,3651.722800838847,3651.722800838847,3651.722800838847,3651.722800838847,3651.722800838847,0.0,0.0,0.0,243961.10170699723,North,319224.5700000003,31966.010000000068
2013-10-01,249129.4428696066,195166.04088188327,358609.8879513751,249129.4428696066,249129.4428696066,30786.65386433169,30786.65386433169,30786.65386433169,30786.65386433169,30786.65386433169,30786.65386433169,0.0,0.0,0.0,279916.0967339383,North,234115.84000000005,22237.219999999907
2013-11-01,258243.50896516978,199320.0864585287,366220.6877888647,258243.50896516978,258243.50896516978,22359.74106689888,22359.74106689888,22359.74106689888,22359.74106689888,22359.74106689888,22359.74106689888,0.0,0.0,0.0,280603.25003206864,North,214390.97000000006,21106.31999999997
2013-12-01,267063.572928618,248598.8705327381,414538.1354637994,267063.572928618,267063.572928618,65693.95736999308,65693.95736999308,65693.95736999308,65693.95736999308,65693.95736999308,65693.95736999308,0.0,0.0,0.0,332757.5302986111,North,533713.7500000001,33414.63999999998
2014-01-01,276177.63902418123,244818.79232223824,402988.63595459616,276177.4517953991,276177.82275882683,47081.45479141956,47081.45479141956,47081.45479141956,47081.45479141956,47081.45479141956,47081.45479141956,0.0,0.0,0.0,323259.0938156008,,,
2014-02-01,285291.7051197443,264881.58340530883,435470.601576086,285291.09379291313,285292.32914818585,67701.14485325833,67701.14485325833,67701.14485325833,67701.14485325833,67701.14485325833,67701.14485325833,0.0,0.0,0.0,352992.8499730026,,,
2014-03-01,293523.76481896266,224496.10507823518,389388.8261977013,293522.6537119312,293525.0030711323,11642.69059065581,11642.69059065581,11642.69059065581,11642.69059065581,11642.69059065581,11642.69059065581,0.0,0.0,0.0,305166.45540961844,,,
2014-04-01,302637.83091452584,220547.11458413128,381312.1546482828,302636.08139041293,302639.81881398405,-4716.412350905262,-4716.412350905262,-4716.412350905262,-4716.412350905262,-4716.412350905262,-4716.412350905262,0.0,0.0,0.0,297921.4185636206,,,
2014-05-01,311457.894877974,220399.94784557572,378280.12178068195,311455.2680339978,311460.7448505669,-9299.252689651164,-9299.252689651164,-9299.252689651164,-9299.252689651164,-9299.252689651164,-9299.252689651164,0.0,0.0,0.0,302158.64218832285,,,
2014-06-01,320571.9609735372,201034.37787853228,358339.209635905,320568.3622164944,320575.6953755199,-35783.17504017146,-35783.17504017146,-35783.17504017146,-35783.17504017146,-35783.17504017146,-35783.17504017146,0.0,0.0,0.0,284788.7859333657,,,
2014-07-01,329392.02493698546,257069.86391394737,418073.8043658321,329387.29302143556,329396.822713302,10139.508340474511,10139.508340474511,10139.508340474511,10139.508340474511,10139.508340474511,10139.508340474511,0.0,0.0,0.0,339531.53327745997,,,
2014-08-01,338506.0910325485,248182.07048215493,412659.0874697606,338499.98881872976,338512.1074985958,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,0.0,0.0,0.0,331883.5429383663,,,
2014-09-01,347620.1571281117,283806.50495922274,446269.196907947,347612.6448489498,347627.398396896,19409.3699918491,19409.3699918491,19409.3699918491,19409.3699918491,19409.3699918491,19409.3699918491,0.0,0.0,0.0,367029.5271199608,,,
2014-10-01,356440.2210915599,293910.5201007667,458862.2190779303,356431.4177777899,356448.6926442472,19676.708810398166,19676.708810398166,19676.708810398166,19676.708810398166,19676.708810398166,19676.708810398166,0.0,0.0,0.0,376116.9299019581,,,
2014-11-01,365554.28718712315,301917.55993046553,464846.15682533337,365543.86200505204,365563.9544755853,15821.404774230392,15821.404774230392,15821.404774230392,15821.404774230392,15821.404774230392,15821.404774230392,0.0,0.0,0.0,381375.6919613535,,,
2014-12-01,374374.3511505713,374269.08866744925,531275.4007435942,374362.5602968191,374385.5890811526,80213.19189301615,80213.19189301615,80213.19189301615,80213.19189301615,80213.19189301615,80213.19189301615,0.0,0.0,0.0,454587.5430435875,,,
2011-01-01,-50342.66823066499,-67095.15752516636,55493.07638497324,-50342.66823066499,-50342.66823066499,42784.41697573895,42784.41697573895,42784.41697573895,42784.41697573895,42784.41697573895,42784.41697573895,0.0,0.0,0.0,-7558.2512549260355,South,15036.65,1171.62
2011-02-01,-42678.87930486358,-78818.08044253133,48961.99794689693,-42678.87930486358,-42678.87930486358,25367.363632736564,25367.363632736564,25367.363632736564,25367.363632736564,25367.363632736564,25367.363632736564,0.0,0.0,0.0,-17311.515672127014,South,10923.389999999998,1027.5034999999998
2011-03-01,-35756.74737046736,-40157.2143003078,87477.29703374335,-35756.74737046736,-35756.74737046736,62225.47181028903,62225.47181028903,62225.47181028903,62225.47181028903,62225.47181028903,62225.47181028903,0.0,0.0,0.0,26468.72443982167,South,9900.220000000003,1303.4967
2011-04-01,-28092.958446110537,-69190.6999418827,54170.887290138606,-28092.958446110537,-28092.958446110537,21545.005372854164,21545.005372854164,21545.005372854164,21545.005372854164,21545.005372854164,21545.005372854164,0.0,0.0,0.0,-6547.953073256373,South,12378.51,1042.5367
2011-05-01,-20676.388517748346,-88198.04352550342,32595.591001655383,-20676.388517748346,-20676.388517748346,-5980.455052984339,-5980.455052984339,-5980.455052984339,-5980.455052984339,-5980.455052984339,-5980.455052984339,0.0,0.0,0.0,-26656.843570732686,South,15415.220000000001,1176.6
2011-06-01,-13012.599592915463,-106496.71431263487,16863.804683085913,-13012.599592915463,-13012.599592915463,-32717.48297802814,-32717.48297802814,-32717.48297802814,-32717.48297802814,-32717.48297802814,-32717.48297802814,0.0,0.0,0.0,-45730.0825709436,South,10690.39,1229.99
2011-07-01,-5596.0296681951395,-86796.6154936425,38933.25792474088,-5596.0296681951395,-5596.0296681951395,-19650.726372280307,-19650.726372280307,-19650.726372280307,-19650.726372280307,-19650.726372280307,-19650.726372280307,0.0,0.0,0.0,-25246.756040475448,South,16961.790000000005,1360.0499999999997
2011-08-01,2067.7592547997538,-86280.6522499803,38148.920864669846,2067.7592547997538,2067.7592547997538,-21681.427640678998,-21681.427640678998,-21681.427640678998,-21681.427640678998,-21681.427640678998,-21681.427640678998,0.0,0.0,0.0,-19613.668385879246,South,15029.109999999997,1010.3300000000002
2011-09-01,9731.548177794637,-50313.11957049308,74557.0475059353,9731.548177794637,9731.548177794637,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,0.0,0.0,0.0,5366.4274689325375,South,12606.619999999999,926.89
2011-10-01,17148.118107209262,-33566.13094234869,88662.7439365461,17148.118107209262,17148.118107209262,11028.892509344398,11028.892509344398,11028.892509344398,11028.892509344398,11028.892509344398,11028.892509344398,0.0,0.0,0.0,28177.01061655366,South,15355.619999999997,1416.9000000000003
2011-11-01,24811.907034807842,-46644.226977201586,79540.00917486082,24811.907034807842,24811.907034807842,-10016.822224331267,-10016.822224331267,-10016.822224331267,-10016.822224331267,-10016.822224331267,-10016.822224331267,0.0,0.0,0.0,14795.084810476576,South,20181.289999999994,954.8199999999999
2011-12-01,32228.476965607304,17083.217162530917,144096.05043244286,32228.476965607304,32228.476965607304,50571.93561193816,50571.93561193816,50571.93561193816,50571.93561193816,50571.93561193816,50571.93561193816,0.0,0.0,0.0,82800.41257754547,South,11390.140000000001,1384.1499999999999
2012-01-01,39892.26589609414,14383.371496377753,140272.42403606404,39892.26589609414,39892.26589609414,39797.15721843758,39797.15721843758,39797.15721843758,39797.15721843758,39797.15721843758,39797.15721843758,0.0,0.0,0.0,79689.42311453172,South,21223.080000000005,1281.2900000000002
2012-02-01,47556.05482503332,1052.933682064358,124919.1301711268,47556.05482503332,47556.05482503332,15368.814380403506,15368.814380403506,15368.814380403506,15368.814380403506,15368.814380403506,15368.814380403506,0.0,0.0,0.0,62924.86920543683,South,14516.58,1406.27
2012-03-01,54725.40576099398,-11701.988922680186,115891.74339851202,54725.40576099398,54725.40576099398,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,0.0,0.0,0.0,52978.17399441747,South,20561.389999999996,1319.8899999999999
2012-04-01,62389.194696476115,1341.8387922542795,127726.58386499845,62389.194696476115,62389.194696476115,3929.725024348838,3929.725024348838,3929.725024348838,3929.725024348838,3929.725024348838,3929.725024348838,0.0,0.0,0.0,66318.91972082495,South,13174.589999999998,950.37
2012-05-01,69805.7646353921,22001.79572127618,141029.96739116785,69805.7646353921,69805.7646353921,10524.70235565081,10524.70235565081,10524.70235565081,10524.70235565081,10524.70235565081,10524.70235565081,0.0,0.0,0.0,80330.46699104291,South,11536.8,1166.4599999999998
2012-06-01,77469.55357067345,25439.597230467105,146438.92878343444,77469.55357067345,77469.55357067345,8111.5340943467045,8111.5340943467045,8111.5340943467045,8111.5340943467045,8111.5340943467045,8111.5340943467045,0.0,0.0,0.0,85581.08766502015,South,20840.440000000002,1094.0900000000001
2012-07-01,84886.12351047479,32085.944576519145,150933.12196880433,84886.12351047479,84886.12351047479,9722.831117298041,9722.831117298041,9722.831117298041,9722.831117298041,9722.831117298041,9722.831117298041,0.0,0.0,0.0,94608.95462777284,South,18759.870000000003,1114.34
2012-08-01,92549.92050128772,-11192.38637730788,111364.61737046445,92549.92050128772,92549.92050128772,-41744.955907201096,-41744.955907201096,-41744.955907201096,-41744.955907201096,-41744.955907201096,-41744.955907201096,0.0,0.0,0.0,50804.964594086625,South,15679.509999999995,14488.530000000017
2012-09-01,100213.71748972175,-20219.773097270958,106447.31094727518,100213.71748972175,100213.71748972175,-55270.45650639436,-55270.45650639436,-55270.45650639436,-55270.45650639436,-55270.45650639436,-55270.45650639436,0.0,0.0,0.0,44943.26098332739,South,25318.159999999993,10440.630000000003
2012-10-01,107630.29522046435,17102.720030890086,145396.5840508728,107630.29522046435,107630.29522046435,-22193.88251525028,-22193.88251525028,-22193.88251525028,-22193.88251525028,-22193.88251525028,-22193.88251525028,0.0,0.0,0.0,85436.41270521407,South,102943.42,17625.47999999999
2012-11-01,115294.09221206633,102080.70331584135,233728.08228621798,115294.09221206633,115294.09221206633,55759.54821309831,55759.54821309831,55759.54821309831,55759.54821309831,55759.54821309831,55759.54821309831,0.0,0.0,0.0,171053.64042516463,South,294805.6899999998,25571.470000000023
2012-12-01,122710.66994606447,111807.81151133943,232056.62130499838,122710.66994606447,122710.66994606447,49020.316200937246,49020.316200937246,49020.316200937246,49020.316200937246,49020.316200937246,49020.316200937246,0.0,0.0,0.0,171730.98614700173,South,173558.65,19686.07000000001
2013-01-01,130374.46693704446,117888.97478095691,240448.20980782434,130374.46693704446,130374.46693704446,48910.68256314997,48910.68256314997,48910.68256314997,48910.68256314997,48910.68256314997,48910.68256314997,0.0,0.0,0.0,179285.1495001944,South,214956.32000000004,23647.289999999994
2013-02-01,138038.26392540964,120267.46805780476,248556.4014938581,138038.26392540964,138038.26392540964,46514.07875441363,46514.07875441363,46514.07875441363,46514.07875441363,46514.07875441363,46514.07875441363,0.0,0.0,0.0,184552.34267982328,South,204273.3,15708.810000000003
2013-03-01,144960.4031434674,101457.2686362512,231257.39032534938,144960.4031434674,144960.4031434674,19454.852596500066,19454.852596500066,19454.852596500066,19454.852596500066,19454.852596500066,19454.852596500066,0.0,0.0,0.0,164415.25573996748,South,212544.4700000001,12749.87
2013-04-01,152624.2001338425,106057.28027362055,227425.98982622972,152624.2001338425,152624.2001338425,10235.07602711282,10235.07602711282,10235.07602711282,10235.07602711282,10235.07602711282,10235.07602711282,0.0,0.0,0.0,162859.2761609553,South,196333.26,11467.013300000004
2013-05-01,160040.7778697522,105763.77199603105,229593.66779119568,160040.7778697522,160040.7778697522,5437.428454966176,5437.428454966176,5437.428454966176,5437.428454966176,5437.428454966176,5437.428454966176,0.0,0.0,0.0,165478.20632471837,South,191862.17999999993,9536.526699999995
2013-06-01,167704.57486352554,102848.7676818902,224780.3662711705,167704.57486352554,167704.57486352554,-5419.637339237245,-5419.637339237245,-5419.637339237245,-5419.637339237245,-5419.637339237245,-5419.637339237245,0.0,0.0,0.0,162284.9375242883,South,170391.29000000004,7363.330000000022
2013-07-01,175121.15259943518,115063.45974656954,235449.3004231555,175121.15259943518,175121.15259943518,-492.5724750476182,-492.5724750476182,-492.5724750476182,-492.5724750476182,-492.5724750476182,-492.5724750476182,0.0,0.0,0.0,174628.58012438758,South,208603.52000000008,35602.299999999675
2013-08-01,182784.94959320853,88146.50910389512,205388.7140884652,182784.94959320853,182784.94959320853,-35583.77802232244,-35583.77802232244,-35583.77802232244,-35583.77802232244,-35583.77802232244,-35583.77802232244,0.0,0.0,0.0,147201.1715708861,South,148116.17999999996,35722.76329999997
2013-09-01,190448.74658698184,92733.77101841236,218839.70885248913,190448.74658698184,190448.74658698184,-38381.766350686965,-38381.766350686965,-38381.766350686965,-38381.766350686965,-38381.766350686965,-38381.766350686965,0.0,0.0,0.0,152066.98023629488,South,164981.62000000002,26473.6
2013-10-01,197865.32432289157,124732.85819346807,250251.7373157139,197865.32432289157,197865.32432289157,-10517.696403912327,-10517.696403912327,-10517.696403912327,-10517.696403912327,-10517.696403912327,-10517.696403912327,0.0,0.0,0.0,187347.62791897924,South,183173.45999999996,18846.28999999996
2013-11-01,205529.12131666488,174745.10514603156,299488.7464057327,205529.12131666488,205529.12131666488,34149.677892739324,34149.677892739324,34149.677892739324,34149.677892739324,34149.677892739324,34149.677892739324,0.0,0.0,0.0,239678.7992094042,South,111069.10000000005,13068.429999999977
2013-12-01,212945.69905257455,203210.18208980918,323977.47847219213,212945.69905257455,212945.69905257455,49369.9175335926,49369.9175335926,49369.9175335926,49369.9175335926,49369.9175335926,49369.9175335926,0.0,0.0,0.0,262315.61658616713,South,331861.21000000037,18277.960000000003
2014-01-01,220609.4960463479,204100.92940660112,329957.53007038403,220609.49586377855,220609.49623780284,45824.74018807976,45824.74018807976,45824.74018807976,45824.74018807976,45824.74018807976,45824.74018807976,0.0,0.0,0.0,266434.23623442766,,,
2014-02-01,228273.2930401212,201843.62750127225,322248.1267390894,228273.29232669735,228273.29376529786,35752.01900820658,35752.01900820658,35752.01900820658,35752.01900820658,35752.01900820658,35752.01900820658,0.0,0.0,0.0,264025.31204832776,,,
2014-03-01,235195.43226030358,216754.29026349323,334035.88181276113,235195.43083776132,235195.43372463892,40787.883677789556,40787.883677789556,40787.883677789556,40787.883677789556,40787.883677789556,40787.883677789556,0.0,0.0,0.0,275983.3159380931,,,
2014-04-01,242859.2292540769,196918.8785812113,319532.4955510709,242859.22686440303,242859.2317571992,16110.868648620197,16110.868648620197,16110.868648620197,16110.868648620197,16110.868648620197,16110.868648620197,0.0,0.0,0.0,258970.0979026971,,,
2014-05-01,250275.80698998657,190491.03137443436,311722.80989781074,250275.80352395197,250275.8106595796,-67.57757261650478,-67.57757261650478,-67.57757261650478,-67.57757261650478,-67.57757261650478,-67.57757261650478,0.0,0.0,0.0,250208.22941737005,,,
2014-06-01,257939.60398375994,170756.8309842608,298848.4380943127,257939.59912725902,257939.60888627716,-19036.517401368565,-19036.517401368565,-19036.517401368565,-19036.517401368565,-19036.517401368565,-19036.517401368565,0.0,0.0,0.0,238903.08658239138,,,
2014-07-01,265356.1817196696,190402.07375873934,314086.9788095872,265356.17539071816,265356.1878033388,-10288.295221414359,-10288.295221414359,-10288.295221414359,-10288.295221414359,-10288.295221414359,-10288.295221414359,0.0,0.0,0.0,255067.88649825525,,,
2014-08-01,273019.9787134429,186178.52472881318,305571.10008180793,273019.97119532124,273019.98609681946,-28892.502821649032,-28892.502821649032,-28892.502821649032,-28892.502821649032,-28892.502821649032,-28892.502821649032,0.0,0.0,0.0,244127.4758917939,,,
2014-09-01,280683.77570721623,200466.35713421842,322595.5976315364,280683.76651194756,280683.7844649744,-21404.65869051655,-21404.65869051655,-21404.65869051655,-21404.65869051655,-21404.65869051655,-21404.65869051655,0.0,0.0,0.0,259279.1170166997,,,
2014-10-01,288100.3534431259,228013.74231532603,351383.38415300945,288100.3424901005,288100.36403193494,560.6759724619916,560.6759724619916,560.6759724619916,560.6759724619916,560.6759724619916,560.6759724619916,0.0,0.0,0.0,288661.0294155879,,,
2014-11-01,295764.1504368993,243681.27997541905,373832.15314660926,295764.1379926494,295764.16291869315,12216.818945322611,12216.818945322611,12216.818945322611,12216.818945322611,12216.818945322611,12216.818945322611,0.0,0.0,0.0,307980.96938222187,,,
2014-12-01,303180.72817280894,294497.12777034956,416369.3087881341,303180.7138829986,303180.7425683869,49884.65399309309,49884.65399309309,49884.65399309309,49884.65399309309,49884.65399309309,49884.65399309309,0.0,0.0,0.0,353065.38216590206,,,
